gene	s_10	s_11	s_12	s_13	s_2	s_20	s_21	s_22	s_25	s_26	s_27	s_29	s_3	s_30	s_4	s_5	s_9
ppp1r2	8.97499100239669	8.81496288296372	8.91295923000885	8.60736337527648	8.58791937666146	8.95751352312631	8.94254372548394	8.9252141064687	9.012913754299	8.71604761117961	9.17327318727663	8.8584638362649	8.67811503309363	9.25751056243096	8.70769032679276	8.66269768315835	8.92502299820061
prkd2	11.05866691483	10.9106007549208	11.1343312077621	10.9879158581181	11.3748173970144	10.9118494470724	11.2326672244095	10.7810963788738	11.187452782961	11.0962279656831	10.9823928916182	10.6135214056146	11.2360265399932	10.7265603391563	12.1305721311316	11.1654067161723	11.1968802791911
ptgs2	9.88218992979387	9.73497318085476	8.94799676309727	9.22011572023662	10.1304319309163	9.36456976380164	8.57277407818244	9.37289040832641	8.91664579788208	8.56977182541666	9.13316057340903	9.51377238602914	9.88651678186155	8.82938887380436	9.82724972740342	9.37331059168324	8.8933195883452
rab32	8.74735363981702	8.91580291652398	8.85565478275019	8.56607399265243	9.34538786250893	8.69830160124908	9.03854672287003	8.74024349905707	8.78088433447481	7.70114448155641	8.81207958545505	7.99111010875623	8.94147162444136	8.21833564598838	9.43731954845514	8.68095640467426	8.30080209801863
rab8a	11.01306936018	11.1132795549024	10.6860220438001	10.9050361151421	10.9795204166819	10.7793642538867	10.8143484531793	10.8696845888772	10.686834749629	9.93951599418734	10.7504651169571	10.6516999758678	11.1358546000511	10.5479655816702	10.9388699945347	10.9012775374633	10.8533698588867
rab8b	9.66017654916467	9.81111771140496	9.52396803631432	9.75458310061464	10.0776620533156	9.57890953976511	10.1578286181867	9.77338943397346	9.75959022362603	9.49160274564947	9.60284805940502	9.51584885738117	9.98648567123314	9.39134762126021	10.093651733871	9.81205421315056	9.73565750533921
rabggta	8.22235872369543	8.13684257049494	8.00224182654325	8.19675825099733	7.88336440539635	8.17045665590478	8.04391968598106	8.22239698365325	8.42089832117458	8.37834008280855	8.29216925940235	8.18984576117315	8.18370902441797	8.31588543297698	7.7448839808856	8.06468539262507	8.01458705166394
rap1gap2	6.60196473788725	6.69627589862953	6.71234037471846	6.5494754352115	6.68538378254822	6.89052080931006	6.58396627560359	6.72879449717218	7.06873832357739	7.56363909041878	6.80432298625626	6.95041490281439	6.56963626253593	6.85284289664154	6.51984570831485	6.579249391581	6.55888748210605
rap2b	9.52035761250737	9.99733266403931	9.33686416444885	9.41932511977486	9.70492645145021	9.53250476560062	9.44437899848665	9.56578702150177	9.49099875182705	8.90465244052033	9.28238909507065	9.45437534506417	9.75658368921254	9.27777313838791	10.3273054587674	9.63750304397385	9.31486343453815
rasl11a	7.9368175246161	8.08985444781478	8.04679484349266	8.25898521993988	7.32419314871137	8.60379458631321	7.99600233754105	8.53850571346618	8.26126190214521	9.40856846961319	8.81547372384137	8.81845100881552	8.03371149834799	8.88345903174132	7.25087716790631	7.63789929207407	7.7578537395716
rbp7	6.94041168746759	7.38033097201091	6.14491190216183	7.03774106728094	7.78641313230092	7.58158866022104	6.20917575438083	6.23563319642268	6.30947991751888	6.26000999429049	6.07282888361958	7.06793487227569	7.42244327799196	5.91897753774128	7.6799632421963	6.71157810891708	6.38636801087697
